configuration_id,arm,pool,lambda,r,k,q11_fact_count,q11_domain_count,civil,art,monetary,marine,serialized_chars,selected_episode_count,facts_per_10k_chars,prior_answer_fraction,oracle_overlap,optimality_ratio,targeted_preserved,targeted_required,primary_gate,no_regression_gate,surrogate_gate
A3_l0.3_r0.0_k04,A3,deployed_n_union_k,0.3,0.0,4,5,2,4,0,1,0,31131,12,1.606,0.083,1,0.9911,,16,False,False,False
A3_l0.3_r0.0_k08,A3,deployed_n_union_k,0.3,0.0,8,6,3,4,0,1,1,31678,12,1.894,0.167,1,0.995,,16,False,False,False
A3_l0.3_r0.0_k16,A3,deployed_n_union_k,0.3,0.0,16,5,2,4,0,1,0,30826,11,1.622,0.091,1,0.9748,,16,False,False,False
A3_l0.3_r0.5_k02,A3,deployed_n_union_k,0.3,0.5,2,5,2,4,0,1,0,31083,12,1.609,0.083,1,0.9894,,16,False,False,False
A3_l0.3_r0.5_k04,A3,deployed_n_union_k,0.3,0.5,4,5,2,4,0,1,0,31131,12,1.606,0.083,1,0.9911,,16,False,False,False
A3_l0.3_r0.5_k08,A3,deployed_n_union_k,0.3,0.5,8,5,3,3,0,1,1,30663,11,1.631,0.182,1,0.9782,,16,False,False,False
A3_l0.3_r0.5_k16,A3,deployed_n_union_k,0.3,0.5,16,5,2,4,0,1,0,31325,12,1.596,0.083,1,0.9875,,16,False,False,False
A3_l0.3_r1.0_k02,A3,deployed_n_union_k,0.3,1.0,2,5,2,4,0,1,0,31083,12,1.609,0.083,1,0.9894,,16,False,False,False
A3_l0.3_r1.0_k04,A3,deployed_n_union_k,0.3,1.0,4,6,3,4,0,1,1,30121,12,1.992,0.167,1,0.9806,,16,False,False,False
A3_l0.3_r1.0_k08,A3,deployed_n_union_k,0.3,1.0,8,7,3,5,0,1,1,31035,13,2.256,0.154,1,0.9893,,16,True,False,False
A3_l0.3_r1.0_k16,A3,deployed_n_union_k,0.3,1.0,16,5,2,4,0,1,0,31325,12,1.596,0.083,1,0.9875,,16,False,False,False
A3_l0.4_r0.0_k02,A3,deployed_n_union_k,0.4,0.0,2,5,2,4,0,1,0,31083,12,1.609,0.083,1,0.9898,,16,False,False,False
A3_l0.4_r0.0_k04,A3,deployed_n_union_k,0.4,0.0,4,5,2,4,0,1,0,31131,12,1.606,0.083,1,0.9918,,16,False,False,False
A3_l0.4_r0.0_k08,A3,deployed_n_union_k,0.4,0.0,8,6,3,4,0,1,1,31678,12,1.894,0.167,1,0.9956,,16,False,False,False
A3_l0.4_r0.0_k16,A3,deployed_n_union_k,0.4,0.0,16,5,2,4,0,1,0,30826,11,1.622,0.091,1,0.9731,,16,False,False,False
A3_l0.4_r0.5_k02,A3,deployed_n_union_k,0.4,0.5,2,5,2,4,0,1,0,31083,12,1.609,0.083,1,0.9898,,16,False,False,False
A3_l0.4_r0.5_k04,A3,deployed_n_union_k,0.4,0.5,4,5,2,4,0,1,0,31131,12,1.606,0.083,1,0.9918,,16,False,False,False
A3_l0.4_r0.5_k08,A3,deployed_n_union_k,0.4,0.5,8,5,3,3,0,1,1,30663,11,1.631,0.182,1,0.9809,,16,False,False,False
A3_l0.4_r0.5_k16,A3,deployed_n_union_k,0.4,0.5,16,5,2,4,0,1,0,31325,12,1.596,0.083,1,0.986,,16,False,False,False
A3_l0.4_r1.0_k02,A3,deployed_n_union_k,0.4,1.0,2,6,3,4,0,1,1,30121,12,1.992,0.167,1,0.9788,,16,False,False,False
A3_l0.4_r1.0_k04,A3,deployed_n_union_k,0.4,1.0,4,6,3,4,0,1,1,30121,12,1.992,0.167,1,0.9821,,16,False,False,False
A3_l0.4_r1.0_k08,A3,deployed_n_union_k,0.4,1.0,8,7,3,5,0,1,1,31035,13,2.256,0.154,1,0.9906,,16,True,False,False
A3_l0.4_r1.0_k16,A3,deployed_n_union_k,0.4,1.0,16,9,3,4,0,4,1,29916,13,3.008,0.154,2,0.9589,,16,True,False,False
A3_l0.5_r0.0_k02,A3,deployed_n_union_k,0.5,0.0,2,5,2,4,0,1,0,31083,12,1.609,0.083,1,0.9903,,16,False,False,False
A3_l0.5_r0.0_k04,A3,deployed_n_union_k,0.5,0.0,4,5,2,4,0,1,0,31131,12,1.606,0.083,1,0.9923,,16,False,False,False
A3_l0.5_r0.0_k08,A3,deployed_n_union_k,0.5,0.0,8,6,3,4,0,1,1,31678,12,1.894,0.167,1,0.9961,,16,False,False,False
A3_l0.5_r0.0_k16,A3,deployed_n_union_k,0.5,0.0,16,5,2,4,0,1,0,30826,11,1.622,0.091,1,0.9717,,16,False,False,False
A3_l0.5_r0.5_k02,A3,deployed_n_union_k,0.5,0.5,2,5,2,4,0,1,0,31083,12,1.609,0.083,1,0.9903,,16,False,False,False
A3_l0.5_r0.5_k04,A3,deployed_n_union_k,0.5,0.5,4,6,3,4,0,1,1,30121,12,1.992,0.167,1,0.9833,,16,False,False,False
A3_l0.5_r0.5_k08,A3,deployed_n_union_k,0.5,0.5,8,5,3,3,0,1,1,30663,11,1.631,0.182,1,0.9829,,16,False,False,False
A3_l0.5_r0.5_k16,A3,deployed_n_union_k,0.5,0.5,16,5,2,4,0,1,0,31325,12,1.596,0.083,1,0.9849,,16,False,False,False
A3_l0.5_r1.0_k02,A3,deployed_n_union_k,0.5,1.0,2,6,3,4,0,1,1,30121,12,1.992,0.167,1,0.9797,,16,False,False,False
A3_l0.5_r1.0_k04,A3,deployed_n_union_k,0.5,1.0,4,6,3,4,0,1,1,30121,12,1.992,0.167,1,0.9833,,16,False,False,False
A3_l0.5_r1.0_k08,A3,deployed_n_union_k,0.5,1.0,8,6,3,4,0,1,1,31926,13,1.879,0.154,1,0.9994,,16,False,False,False
A3_l0.5_r1.0_k16,A3,deployed_n_union_k,0.5,1.0,16,9,3,4,0,4,1,29916,13,3.008,0.154,2,0.9575,,16,True,False,False
A3_l0.6_r0.0_k02,A3,deployed_n_union_k,0.6,0.0,2,5,2,4,0,1,0,31083,12,1.609,0.083,1,0.9907,,16,False,False,False
A3_l0.6_r0.0_k04,A3,deployed_n_union_k,0.6,0.0,4,5,2,4,0,1,0,31131,12,1.606,0.083,1,0.9928,,16,False,False,False
A3_l0.6_r0.0_k08,A3,deployed_n_union_k,0.6,0.0,8,6,3,4,0,1,1,31678,12,1.894,0.167,1,0.9965,,16,False,False,False
A3_l0.6_r0.0_k16,A3,deployed_n_union_k,0.6,0.0,16,5,2,4,0,1,0,30826,11,1.622,0.091,1,0.9704,,16,False,False,False
A3_l0.6_r0.5_k02,A3,deployed_n_union_k,0.6,0.5,2,5,2,4,0,1,0,31083,12,1.609,0.083,1,0.9907,,16,False,False,False
A3_l0.6_r0.5_k04,A3,deployed_n_union_k,0.6,0.5,4,6,3,4,0,1,1,30121,12,1.992,0.167,1,0.9844,,16,False,False,False
A3_l0.6_r0.5_k08,A3,deployed_n_union_k,0.6,0.5,8,6,3,4,0,1,1,31049,12,1.932,0.167,1,0.9904,,16,False,False,False
A3_l0.6_r0.5_k16,A3,deployed_n_union_k,0.6,0.5,16,5,2,4,0,1,0,31325,12,1.596,0.083,1,0.984,,16,False,False,False
A3_l0.6_r1.0_k02,A3,deployed_n_union_k,0.6,1.0,2,6,3,4,0,1,1,30121,12,1.992,0.167,1,0.9806,,16,False,False,False
A3_l0.6_r1.0_k04,A3,deployed_n_union_k,0.6,1.0,4,6,3,4,0,1,1,30121,12,1.992,0.167,1,0.9844,,16,False,False,False
A3_l0.6_r1.0_k08,A3,deployed_n_union_k,0.6,1.0,8,6,3,4,0,1,1,31926,13,1.879,0.154,1,0.9994,,16,False,False,False
A3_l0.6_r1.0_k16,A3,deployed_n_union_k,0.6,1.0,16,9,3,4,0,4,1,29916,13,3.008,0.154,2,0.9564,,16,True,False,False
A3_l0.7_r0.0_k02,A3,deployed_n_union_k,0.7,0.0,2,5,2,4,0,1,0,31083,12,1.609,0.083,1,0.991,,16,False,False,False
A3_l0.7_r0.0_k04,A3,deployed_n_union_k,0.7,0.0,4,5,2,4,0,1,0,31131,12,1.606,0.083,1,0.9933,,16,False,False,False
A3_l0.7_r0.0_k08,A3,deployed_n_union_k,0.7,0.0,8,6,3,4,0,1,1,31678,12,1.894,0.167,1,0.9968,,16,False,False,False
A3_l0.7_r0.0_k16,A3,deployed_n_union_k,0.7,0.0,16,5,2,4,0,1,0,30826,11,1.622,0.091,1,0.9689,,16,False,False,False
A3_l0.7_r0.5_k02,A3,deployed_n_union_k,0.7,0.5,2,5,2,4,0,1,0,31083,12,1.609,0.083,1,0.991,,16,False,False,False
A3_l0.7_r0.5_k04,A3,deployed_n_union_k,0.7,0.5,4,6,3,4,0,1,1,30121,12,1.992,0.167,1,0.9854,,16,False,False,False
A3_l0.7_r0.5_k08,A3,deployed_n_union_k,0.7,0.5,8,6,3,4,0,1,1,31049,12,1.932,0.167,1,0.9913,,16,False,False,False
A3_l0.7_r0.5_k16,A3,deployed_n_union_k,0.7,0.5,16,5,2,4,0,1,0,31325,12,1.596,0.083,1,0.9832,,16,False,False,False
A3_l0.7_r1.0_k02,A3,deployed_n_union_k,0.7,1.0,2,6,3,4,0,1,1,30121,12,1.992,0.167,1,0.9813,,16,False,False,False
A3_l0.7_r1.0_k04,A3,deployed_n_union_k,0.7,1.0,4,6,3,4,0,1,1,30121,12,1.992,0.167,1,0.9854,,16,False,False,False
A3_l0.7_r1.0_k08,A3,deployed_n_union_k,0.7,1.0,8,6,3,4,0,1,1,31926,13,1.879,0.154,1,0.9995,,16,False,False,False
A3_l0.7_r1.0_k16,A3,deployed_n_union_k,0.7,1.0,16,9,3,4,0,4,1,29916,13,3.008,0.154,2,0.9555,,16,True,False,False
A3_l0.8_r0.0_k02,A3,deployed_n_union_k,0.8,0.0,2,5,2,4,0,1,0,31083,12,1.609,0.083,1,0.9914,,16,False,False,False
A3_l0.8_r0.0_k04,A3,deployed_n_union_k,0.8,0.0,4,5,2,4,0,1,0,31131,12,1.606,0.083,1,0.9937,,16,False,False,False
A3_l0.8_r0.0_k08,A3,deployed_n_union_k,0.8,0.0,8,6,3,4,0,1,1,31678,12,1.894,0.167,1,0.997,,16,False,False,False
A3_l0.8_r0.0_k16,A3,deployed_n_union_k,0.8,0.0,16,5,2,4,0,1,0,30826,11,1.622,0.091,1,0.9678,,16,False,False,False
A3_l0.8_r0.5_k02,A3,deployed_n_union_k,0.8,0.5,2,6,3,4,0,1,1,30121,12,1.992,0.167,1,0.9821,,16,False,False,False
A3_l0.8_r0.5_k04,A3,deployed_n_union_k,0.8,0.5,4,6,3,4,0,1,1,30121,12,1.992,0.167,1,0.9862,,16,False,False,False
A3_l0.8_r0.5_k08,A3,deployed_n_union_k,0.8,0.5,8,6,3,4,0,1,1,31049,12,1.932,0.167,1,0.992,,16,False,False,False
A3_l0.8_r0.5_k16,A3,deployed_n_union_k,0.8,0.5,16,9,3,4,0,4,1,30757,13,2.926,0.154,2,0.9728,,16,True,False,False
A3_l0.8_r1.0_k02,A3,deployed_n_union_k,0.8,1.0,2,6,3,4,0,1,1,30121,12,1.992,0.167,1,0.9821,,16,False,False,False
A3_l0.8_r1.0_k04,A3,deployed_n_union_k,0.8,1.0,4,6,3,4,0,1,1,30121,12,1.992,0.167,1,0.9862,,16,False,False,False
A3_l0.8_r1.0_k08,A3,deployed_n_union_k,0.8,1.0,8,6,3,4,0,1,1,31926,13,1.879,0.154,1,0.9995,,16,False,False,False
A3_l0.8_r1.0_k16,A3,deployed_n_union_k,0.8,1.0,16,9,3,4,0,4,1,29916,13,3.008,0.154,2,0.9548,,16,True,False,False
A3_l0.9_r0.0_k02,A3,deployed_n_union_k,0.9,0.0,2,5,2,4,0,1,0,31083,12,1.609,0.083,1,0.9917,,16,False,False,False
A3_l0.9_r0.0_k04,A3,deployed_n_union_k,0.9,0.0,4,5,2,4,0,1,0,31131,12,1.606,0.083,1,0.994,,16,False,False,False
A3_l0.9_r0.0_k08,A3,deployed_n_union_k,0.9,0.0,8,6,3,4,0,1,1,31678,12,1.894,0.167,1,0.9973,,16,False,False,False
A3_l0.9_r0.0_k16,A3,deployed_n_union_k,0.9,0.0,16,5,2,4,0,1,0,30826,11,1.622,0.091,1,0.9668,,16,False,False,False
A3_l0.9_r0.5_k02,A3,deployed_n_union_k,0.9,0.5,2,6,3,4,0,1,1,30121,12,1.992,0.167,1,0.9827,,16,False,False,False
A3_l0.9_r0.5_k04,A3,deployed_n_union_k,0.9,0.5,4,6,3,4,0,1,1,30121,12,1.992,0.167,1,0.987,,16,False,False,False
A3_l0.9_r0.5_k08,A3,deployed_n_union_k,0.9,0.5,8,6,3,4,0,1,1,31049,12,1.932,0.167,1,0.9926,,16,False,False,False
A3_l0.9_r0.5_k16,A3,deployed_n_union_k,0.9,0.5,16,9,3,4,0,4,1,30757,13,2.926,0.154,2,0.9724,,16,True,False,False
A3_l0.9_r1.0_k02,A3,deployed_n_union_k,0.9,1.0,2,6,3,4,0,1,1,30121,12,1.992,0.167,1,0.9827,,16,False,False,False
A3_l0.9_r1.0_k04,A3,deployed_n_union_k,0.9,1.0,4,6,3,4,0,1,1,30121,12,1.992,0.167,1,0.987,,16,False,False,False
A3_l0.9_r1.0_k08,A3,deployed_n_union_k,0.9,1.0,8,6,3,4,0,1,1,31926,13,1.879,0.154,1,0.9995,,16,False,False,False
A3_l0.9_r1.0_k16,A3,deployed_n_union_k,0.9,1.0,16,9,3,4,0,4,1,29916,13,3.008,0.154,2,0.9541,,16,True,False,False
A3_l1.0_r0.0_k02,A3,deployed_n_union_k,1.0,0.0,2,5,2,4,0,1,0,31083,12,1.609,0.083,1,0.992,,16,False,False,False
A3_l1.0_r0.0_k04,A3,deployed_n_union_k,1.0,0.0,4,5,2,4,0,1,0,31131,12,1.606,0.083,1,0.9943,,16,False,False,False
A3_l1.0_r0.0_k08,A3,deployed_n_union_k,1.0,0.0,8,6,3,4,0,1,1,31678,12,1.894,0.167,1,0.9975,,16,False,False,False
A3_l1.0_r0.0_k16,A3,deployed_n_union_k,1.0,0.0,16,5,2,4,0,1,0,30826,11,1.622,0.091,1,0.9659,,16,False,False,False
A3_l1.0_r0.5_k02,A3,deployed_n_union_k,1.0,0.5,2,6,3,4,0,1,1,30121,12,1.992,0.167,1,0.9833,,16,False,False,False
A3_l1.0_r0.5_k04,A3,deployed_n_union_k,1.0,0.5,4,6,3,4,0,1,1,30121,12,1.992,0.167,1,0.9877,,16,False,False,False
A3_l1.0_r0.5_k08,A3,deployed_n_union_k,1.0,0.5,8,6,3,4,0,1,1,31049,12,1.932,0.167,1,0.9931,,16,False,False,False
A3_l1.0_r0.5_k16,A3,deployed_n_union_k,1.0,0.5,16,9,3,4,0,4,1,31320,12,2.874,0.167,2,0.9736,,16,True,False,False
A3_l1.0_r1.0_k02,A3,deployed_n_union_k,1.0,1.0,2,6,3,4,0,1,1,30121,12,1.992,0.167,1,0.9833,,16,False,False,False
A3_l1.0_r1.0_k04,A3,deployed_n_union_k,1.0,1.0,4,6,3,4,0,1,1,30121,12,1.992,0.167,1,0.9877,,16,False,False,False
A3_l1.0_r1.0_k08,A3,deployed_n_union_k,1.0,1.0,8,6,3,4,0,1,1,31926,13,1.879,0.154,1,0.9996,,16,False,False,False
A3_l1.0_r1.0_k16,A3,deployed_n_union_k,1.0,1.0,16,9,3,4,0,4,1,29916,13,3.008,0.154,2,0.9536,,16,True,False,False
